full_name,selling_price,new_price,year,seller_type,seller_type,km_driven,fuel_type,fuel_type,transmission_type,transmission_type,Mileage,Engine,Seats
Ford Freestyle Trend Petrol BSIV,6.5,New Car (On-Road Price) : Rs.6.91-8.85 Lakh*,2019,Individual,0,50000,Petrol,0,Manual,0,19,1194,5
Tata Bolt Revotron XE,3.22,null,2016,Individual,0,110000,Petrol,0,Manual,0,17.57,1193,5
Maruti Swift ZDi,4,null,2012,Individual,0,60000,Diesel,1,Manual,0,22.9,1248,5
Honda City 1.5 S MT,2.75,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2009,Dealer,1,51000,Petrol,0,Manual,0,17,1497,5
Nissan Terrano XL D Option,5.51,null,2015,Dealer,1,45665,Diesel,1,Manual,0,19.87,1461,5
Maruti Alto LXi,1.7,null,2011,Individual,0,40000,Petrol,0,Manual,0,19.7,796,5
Skoda Superb 1.8 TFSI MT,2.35,New Car (On-Road Price) : Rs.35.37-38.27 Lakh*,2010,Individual,0,100000,Petrol,0,Manual,0,13.14,1798,5
Mercedes-Benz C-Class 220 CDI AT,7,New Car (On-Road Price) : Rs.52.16-65.17 Lakh*,2011,Individual,0,160000,Diesel,1,Automatic,1,14.84,2143,5
Maruti Alto K10 VXI,2.5,null,2014,Individual,0,70000,Petrol,0,Manual,0,23.95,998,5
Maruti Swift VXI,3.5,New Car (On-Road Price) : Rs.6.35-9.30 Lakh*,2013,Individual,0,70000,Petrol,0,Manual,0,18.6,1197,5
Fiat Avventura Urban Cross 1.3 Multijet Dynamic,5.5,null,2017,Individual,0,60000,Diesel,1,Manual,0,20.5,1248,5
Chevrolet Spark 1.0 LT,1.21,null,2014,Individual,0,20000,Petrol,0,Manual,0,16.2,995,5
Hyundai i20 2015-2017 Magna 1.2,4.8,New Car (On-Road Price) : Rs.7.18-11.81 Lakh*,2016,Individual,0,50000,Petrol,0,Manual,0,18.6,1197,5
Maruti Swift Dzire AMT VXI,6.9,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2017,Dealer,1,30000,Petrol,0,Automatic,1,21.21,1197,5
Chevrolet Captiva LT,3.7,null,2008,Dealer,1,105000,Diesel,1,Manual,0,11.5,1991,7
Maruti Ciaz ZDi,6.7,null,2015,Individual,0,60000,Diesel,1,Manual,0,26.21,1248,5
Maruti Alto K10 2010-2014 VXI,2.5,null,2011,Individual,0,50000,Petrol,0,Manual,0,20.92,998,5
Mahindra Scorpio S2,9.35,null,2017,Dealer,1,42000,Diesel,1,Manual,0,15.4,2523,7
Hyundai Verna VTVT 1.6 SX,10.3,New Car (On-Road Price) : Rs.10.36-16.19 Lakh*,2019,Individual,0,15000,Petrol,0,Manual,0,17,1591,5
Maruti Wagon R LX,1.1,New Car (On-Road Price) : Rs.5.26-7.07 Lakh*,2005,Individual,0,33650,Petrol,0,Manual,0,18.9,998,5
Tata Indigo LS (TDI) BS-III,2.8,null,2015,Individual,0,80000,Diesel,1,Manual,0,19.09,1405,5
Maruti SX4 ZXI MT BSIV Leather,2.77,null,2011,Individual,0,15000,Petrol,0,Manual,0,15.5,1586,5
BMW 1 Series 118d Sport Line,11.45,null,2013,Dealer,1,54000,Diesel,1,Automatic,1,20.58,1995,5
Hyundai i20 Magna 1.2,4.7,New Car (On-Road Price) : Rs.7.77-12.89 Lakh*,2015,Individual,0,35000,Petrol,0,Manual,0,18.6,1197,5
Maruti Swift LXI Option,3.7,New Car (On-Road Price) : Rs.6.04-8.98 Lakh*,2015,Individual,0,30000,Petrol,0,Manual,0,20.4,1197,5
Honda Brio VX,2.9,null,2013,Dealer,1,60000,Petrol,0,Manual,0,19.4,1198,5
Maruti Celerio ZXI AMT BSIV,4.5,New Car (On-Road Price) : Rs.5.12-6.48 Lakh*,2018,Individual,0,100000,Petrol,0,Automatic,1,23.1,998,5
Maruti Wagon R LXI CNG,2.75,New Car (On-Road Price) : Rs.5.97-6.04 Lakh*,2016,Dealer,1,58000,CNG,2,Manual,0,26.2,998,5
Renault Scala Diesel RxZ,4.5,null,2013,Individual,0,100000,Diesel,1,Manual,0,21.64,1461,5
Maruti Swift VDI BSIV,3.25,null,2013,Dealer,1,68000,Diesel,1,Manual,0,17.8,1248,5
Maruti Swift Dzire AMT VXI,7.31,New Car (On-Road Price) : Rs.6.98-10.40 Lakh*,2019,Individual,0,4000,Petrol,0,Automatic,1,21.21,1197,5
Maruti Wagon R VXI,3.8,New Car (On-Road Price) : Rs.5.35-7.13 Lakh*,2016,Individual,0,60000,Petrol,0,Manual,0,20.51,998,5
Toyota Platinum Etios 1.4 GXD,7.5,null,2017,Individual,0,90000,Diesel,1,Manual,0,23.59,1364,5
Tata Indica GLS BS IV,1,null,2007,Individual,0,70000,Petrol,0,Manual,0,15.3,1193,5
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,9,New Car (On-Road Price) : Rs.9.88-15.25 Lakh*,2018,Individual,0,60000,Diesel,1,Manual,0,21.5,1497,5
Honda Amaze S i-Vtech,5,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,2016,Dealer,1,34000,Petrol,0,Manual,0,18,1198,5
Datsun GO A,3.3,New Car (On-Road Price) : Rs.4.64-7.44 Lakh*,2017,Individual,0,42000,Petrol,0,Manual,0,20.63,1198,5
Tata Hexa XT,14,New Car (On-Road Price) : Rs.14.10 Lakh*,2018,Individual,0,60000,Diesel,1,Manual,0,17.6,2179,7
Hyundai Verna 1.6 CRDi EX MT,5.4,New Car (On-Road Price) : Rs.12.84-18.09 Lakh*,2013,Individual,0,80000,Diesel,1,Manual,0,22.32,1582,5
Hyundai Xcent 1.2 Kappa S,3.7,null,2015,Dealer,1,56000,Petrol,0,Manual,0,19.1,1197,5
Mahindra Bolero SLX,3.75,New Car (On-Road Price) : Rs.8.93-10.47 Lakh*,2008,Individual,0,120000,Diesel,1,Manual,0,13.6,2523,7
Toyota Fortuner 2016-2021 2.7 2WD AT,26,New Car (On-Road Price) : Rs.35.94-37.76 Lakh*,2016,Dealer,1,50000,Petrol,0,Automatic,1,10.26,2694,7
Ford Ecosport 2015-2021 1.5 Petrol Titanium AT,7.25,New Car (On-Road Price) : Rs.9.27-12.92 Lakh*,2016,Dealer,1,35200,Petrol,0,Automatic,1,14.7,1496,5
Hyundai i20 Petrol Spotz,7.65,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2020,Trustmark Dealer,2,3700,Petrol,0,Manual,0,18.6,1197,5
Maruti Wagon R VXI,3.8,New Car (On-Road Price) : Rs.5.35-7.13 Lakh*,2016,Individual,0,25000,Petrol,0,Manual,0,20.51,998,5
Toyota Fortuner 2016-2021 2.8 2WD AT,26.25,New Car (On-Road Price) : Rs.39.97-46.24 Lakh*,2017,Dealer,1,64000,Diesel,1,Automatic,1,12.9,2755,7
Mahindra XUV500 W8 2WD,6.21,null,2013,Dealer,1,50000,Diesel,1,Manual,0,15.1,2179,7
Maruti Swift Dzire VXI 1.2,6,New Car (On-Road Price) : Rs.6.86-10.31 Lakh*,2019,Individual,0,15000,Petrol,0,Manual,0,21.21,1197,5
Mahindra XUV300 W8 Option BSIV,11.3,New Car (On-Road Price) : Rs.9.30-13.27 Lakh*,2019,Individual,0,30000,Petrol,0,Manual,0,17,1197,5
Maruti Swift Dzire VXI 1.2,6.7,null,2020,Individual,0,35000,Petrol,0,Manual,0,21.21,1197,5
Ford Endeavour 3.2 Titanium AT 4X4,28.75,New Car (On-Road Price) : Rs.36.27-42.73 Lakh*,2017,Dealer,1,62876,Diesel,1,Automatic,1,10.91,3198,7
Honda Amaze S i-Dtech,3.5,New Car (On-Road Price) : Rs.8.77-11.37 Lakh*,2015,Individual,0,70000,Diesel,1,Manual,0,25.8,1498,5
Maruti Swift Dzire VDI,5.3,null,2015,Individual,0,84003,Diesel,1,Manual,0,26.59,1248,5
Mahindra Thar CRDe,8.5,New Car (On-Road Price) : Rs.14.75-16.92 Lakh*,2017,Dealer,1,55000,Diesel,1,Manual,0,16.55,2498,6
Maruti Alto 800 CNG LXI,2.6,New Car (On-Road Price) : Rs.4.89-4.93 Lakh*,2016,Dealer,1,42000,CNG,2,Manual,0,33.44,796,4
Maruti A Star AT VXI,2.45,null,2011,Dealer,1,45000,Petrol,0,Automatic,1,16.98,998,5
Maruti Alto K10 2010-2014 VXI,2.3,null,2013,Dealer,1,31000,Petrol,0,Manual,0,20.92,998,5
Toyota Corolla Altis GL,2.7,null,2009,Individual,0,103685,Petrol,0,Manual,0,14.53,1798,5
Ford Ecosport 1.5 DV5 MT Titanium Optional,4.75,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2013,Dealer,1,80000,Diesel,1,Manual,0,22.7,1498,5
Tata Nexon 1.2 Revotron XM,7.5,New Car (On-Road Price) : Rs.8.40-13.57 Lakh*,2019,Individual,0,6000,Petrol,0,Manual,0,17,1198,5
Tata Zest Premio,6.8,null,2018,Individual,0,100000,Diesel,1,Manual,0,22.95,1248,5
Land Rover Discovery Sport 2015-2020 TD4 HSE,40,New Car (On-Road Price) : Rs.68.87-71.39 Lakh*,2019,Dealer,1,12000,Diesel,1,Automatic,1,12.63,2179,5
Toyota Etios G,3.8,null,2014,Dealer,1,54303,Petrol,0,Manual,0,16.78,1496,5
Skoda Superb Elegance 2.0 TDI MT,4.99,null,2013,Dealer,1,65000,Diesel,1,Manual,0,17.2,1968,5
Honda Jazz 1.2 S i VTEC,5.25,New Car (On-Road Price) : Rs.8.51-10.96 Lakh*,2017,Dealer,1,30000,Petrol,0,Manual,0,18.7,1199,5
Hyundai i20 Magna 1.2,5.35,New Car (On-Road Price) : Rs.7.98-13.27 Lakh*,2014,Individual,0,10000,Petrol,0,Manual,0,18.6,1197,5
Maruti Dzire VXI,4.85,New Car (On-Road Price) : Rs.6.85-10.30 Lakh*,2016,Dealer,1,62150,Petrol,0,Manual,0,23.26,1197,5
Mahindra XUV500 W8 2WD,7.45,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,2015,Dealer,1,47300,Diesel,1,Manual,0,15.1,2179,7
Ford Aspire 1.5 TDCi Trend,4.75,New Car (On-Road Price) : Rs.9.62-10.01 Lakh*,2015,Dealer,1,63000,Diesel,1,Manual,0,25.83,1498,5
Hyundai Grand i10 CRDi Magna,3,null,2014,Individual,0,80000,Diesel,1,Manual,0,24,1120,5
Volvo S90 D4 Inscription BSIV,36.5,New Car (On-Road Price) : Rs.67.72 Lakh*,2016,Dealer,1,20400,Diesel,1,Automatic,1,18,1969,5
Volvo S60 2015-2020 D5 Inscription,20.5,null,2015,Dealer,1,37111,Diesel,1,Automatic,1,21.7,2400,5
Nissan Sunny XL AT Special Edition,3.25,null,2013,Dealer,1,58000,Petrol,0,Automatic,1,17.97,1498,5
Toyota Etios G,3.35,null,2012,Dealer,1,44000,Petrol,0,Manual,0,17.6,1496,5
Maruti Alto 800 LXI,2.99,null,2016,Dealer,1,71000,Petrol,0,Manual,0,24.7,796,5
Maruti Ertiga SHVS VDI,6.95,null,2017,Dealer,1,52000,Diesel,1,Manual,0,24.52,1248,7
Nissan Sunny Diesel XV,3,null,2012,Individual,0,90000,Diesel,1,Manual,0,21.64,1461,5
Hyundai i20 Asta 1.2,4,New Car (On-Road Price) : Rs.7.77-12.89 Lakh*,2013,Individual,0,70000,Petrol,0,Manual,0,18.5,1197,5
Hyundai Grand i10 Nios Sportz,6.5,New Car (On-Road Price) : Rs.6.10-9.16 Lakh*,2020,Individual,0,20000,Petrol,0,Manual,0,20.7,1197,5
Hyundai Grand i10 CRDi Sportz,4.55,null,2015,Individual,0,70000,Diesel,1,Manual,0,24,1120,5
Toyota Corolla Altis Diesel D4DG,5,null,2012,Individual,0,90000,Diesel,1,Manual,0,21.43,1364,5
Maruti Wagon R LXI Minor,1.5,New Car (On-Road Price) : Rs.5.26-7.07 Lakh*,2008,Individual,0,100000,Petrol,0,Manual,0,18.9,1061,5
Honda Amaze S i-VTEC,5.5,New Car (On-Road Price) : Rs.6.99-9.89 Lakh*,2018,Individual,0,50000,Petrol,0,Manual,0,17.8,1198,5
Hyundai i20 Sportz 1.4 CRDi,5,New Car (On-Road Price) : Rs.9.74-13.09 Lakh*,2015,Dealer,1,67000,Diesel,1,Manual,0,22.54,1396,5
Hyundai Verna 1.6 CRDi EX MT,3.65,null,2013,Dealer,1,70000,Diesel,1,Manual,0,22.32,1582,5
Honda Amaze S CVT i-VTEC,7.75,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,2019,Dealer,1,21100,Petrol,0,Automatic,1,18.1,1199,5
Hyundai Grand i10 Magna,3.1,New Car (On-Road Price) : Rs.6.81-7.16 Lakh*,2015,Individual,0,50000,Petrol,0,Manual,0,18.9,1197,5
Hyundai Venue SX Dual Tone Turbo BSIV,9.95,New Car (On-Road Price) : Rs.8.06-13.75 Lakh*,2019,Trustmark Dealer,2,27594,Petrol,0,Manual,0,18.27,998,5
Hyundai i10 Era,1.9,null,2012,Individual,0,70000,Petrol,0,Manual,0,19.81,1086,5
Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,15.75,New Car (On-Road Price) : Rs.19.90-29.90 Lakh*,2016,Dealer,1,37000,Diesel,1,Automatic,1,11.36,2755,7
Honda WR-V i-VTEC VX,9.06,New Car (On-Road Price) : Rs.9.82-11.16 Lakh*,2019,Individual,0,25000,Petrol,0,Manual,0,17.5,1199,5
Ford Ecosport 2015-2021 1.5 Diesel Trend BSIV,7.85,New Car (On-Road Price) : Rs.10.43-13.74 Lakh*,2017,Individual,0,35000,Diesel,1,Manual,0,23,1498,5
Maruti Alto K10 2010-2014 VXI,2.35,null,2011,Dealer,1,11266,Petrol,0,Manual,0,20.92,998,5
Maruti XL6 Alpha AT,12,New Car (On-Road Price) : Rs.11.26-13.66 Lakh*,2019,Dealer,1,12005,Petrol,0,Automatic,1,17.99,1462,6
Mahindra Bolero 2011-2019 SLE,4.7,New Car (On-Road Price) : Rs.8.93-10.93 Lakh*,2013,Individual,0,80000,Diesel,1,Manual,0,15.96,2523,7
Honda City 1.5 S MT,4,New Car (On-Road Price) : Rs.12.24-16.17 Lakh*,2011,Individual,0,119000,Petrol,0,Manual,0,17,1497,5
Kia Seltos HTX IVT G,14.9,New Car (On-Road Price) : Rs.11.52-20.26 Lakh*,2020,Dealer,1,3500,Petrol,0,Automatic,1,16.8,1497,5
Maruti Baleno Sigma 1.2,5.35,New Car (On-Road Price) : Rs.6.68-10.42 Lakh*,2019,Dealer,1,11000,Petrol,0,Manual,0,21.4,1197,5
Skoda Rapid 1.5 TDI Ambition BSIV,5.9,null,2016,Dealer,1,47612,Diesel,1,Manual,0,21.13,1498,5
Renault KWID RXL,2.35,New Car (On-Road Price) : Rs.3.45-5.72 Lakh*,2016,Individual,0,41000,Petrol,0,Manual,0,25.17,799,5
Hyundai Creta 1.6 SX,12.5,New Car (On-Road Price) : Rs.11.58-20.59 Lakh*,2019,Dealer,1,21000,Petrol,0,Manual,0,15.8,1591,5
Maruti Wagon R VXI,3,New Car (On-Road Price) : Rs.5.16-6.94 Lakh*,2015,Individual,0,120000,Petrol,0,Manual,0,20.51,998,5
Chevrolet Beat LT,2.2,null,2013,Individual,0,60000,Petrol,0,Manual,0,18.6,1199,5
BMW X1 xDrive 20d xLine,30.11,New Car (On-Road Price) : Rs.46.18-47.73 Lakh*,2019,Dealer,1,22450,Diesel,1,Automatic,1,20.68,1995,5
Maruti Swift VXI,6.15,New Car (On-Road Price) : Rs.6.35-9.30 Lakh*,2020,Individual,0,10000,Petrol,0,Manual,0,21.21,1197,5
Renault KWID RXT,2.5,New Car (On-Road Price) : Rs.3.62-6.09 Lakh*,2016,Individual,0,50000,Petrol,0,Manual,0,25.17,799,5
Mahindra XUV500 W8 2WD,9.25,New Car (On-Road Price) : Rs.16.45-23.44 Lakh*,2015,Dealer,1,42000,Diesel,1,Manual,0,16,2179,7
Tata Zest Revotron 1.2 XT,4.7,null,2016,Individual,0,10000,Petrol,0,Manual,0,17.57,1193,5
Maruti Swift Dzire VDi,7.25,null,2019,Dealer,1,14000,Diesel,1,Manual,0,19.3,1248,5
Renault KWID 1.0 RXT Optional,3.5,New Car (On-Road Price) : Rs.3.81-6.29 Lakh*,2018,Individual,0,10000,Petrol,0,Manual,0,23.01,999,5
Maruti Wagon R VXI,3.6,New Car (On-Road Price) : Rs.5.36-7.12 Lakh*,2017,Individual,0,70000,Petrol,0,Manual,0,20.51,998,5
Mercedes-Benz CLA 200 CGI Sport,21,null,2016,Dealer,1,38000,Petrol,0,Automatic,1,15.04,1991,5
Honda City i DTEC VX Option,7,New Car (On-Road Price) : Rs.14.00-16.49 Lakh*,2015,Individual,0,70000,Diesel,1,Manual,0,25.1,1498,5
Maruti Zen Estilo VXI BSIII,1.7,null,2008,Dealer,1,37600,Petrol,0,Manual,0,18.2,998,5
Mahindra XUV500 W7 AT BSIV,13,New Car (On-Road Price) : Rs.16.59-23.36 Lakh*,2018,Individual,0,50000,Diesel,1,Automatic,1,15.1,2179,7
Volkswagen Polo IPL II 1.6 Petrol Highline,2.85,New Car (On-Road Price) : Rs.7.00-11.36 Lakh*,2011,Dealer,1,64471,Petrol,0,Manual,0,15.26,1598,5
Maruti Wagon R LXI,0.62,New Car (On-Road Price) : Rs.5.35-7.13 Lakh*,2004,Individual,0,50000,Petrol,0,Manual,0,18.9,998,5
Maruti Ignis 1.2 AMT Zeta BSIV,5.5,null,2018,Individual,0,20000,Petrol,0,Automatic,1,20.89,1197,5
Tata Xenon XT EX 4X4,3.8,null,2016,Individual,0,120000,Diesel,1,Manual,0,13.49,2179,5
Honda Amaze E i-VTEC,5.27,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,2017,Dealer,1,33869,Petrol,0,Manual,0,17.8,1198,5
Fiat Linea Dynamic (Diesel),2,null,2009,Individual,0,90000,Diesel,1,Manual,0,20.4,1248,5
Mahindra Bolero 2011-2019 SLX,3.96,New Car (On-Road Price) : Rs.9.05-10.69 Lakh*,2012,Individual,0,63497,Diesel,1,Manual,0,15.96,2523,7
Maruti Swift Dzire VXI,3.84,New Car (On-Road Price) : Rs.6.86-10.31 Lakh*,2014,Individual,0,70000,Petrol,0,Manual,0,19.1,1197,5
Hyundai i10 Magna,2.1,null,2009,Individual,0,67000,Petrol,0,Manual,0,20.36,1197,5
Maruti Ritz LDi,2.8,null,2012,Dealer,1,65000,Diesel,1,Manual,0,21.1,1248,5
Maruti Swift VDI Glory Limited Edition,5,null,2015,Individual,0,50000,Diesel,1,Manual,0,25.2,1248,5
Toyota Corolla Altis D-4D J,10.5,null,2015,Individual,0,40000,Diesel,1,Manual,0,21.43,1364,5
Datsun RediGO D,2.1,New Car (On-Road Price) : Rs.3.20-5.40 Lakh*,2018,Individual,0,20000,Petrol,0,Manual,0,22.7,799,5
Hyundai Verna 1.6 EX VTVT,4.25,New Car (On-Road Price) : Rs.10.54-16.52 Lakh*,2012,Dealer,1,57000,Petrol,0,Manual,0,17.01,1591,5
Mahindra Bolero SLE,4.25,New Car (On-Road Price) : Rs.9.05-10.69 Lakh*,2011,Individual,0,30000,Diesel,1,Manual,0,13.6,2523,7
Maruti Swift Dzire AMT VDI,4.95,null,2018,Individual,0,80000,Diesel,1,Automatic,1,28.4,1248,5
Maruti Alto 800 LXI,2.2,New Car (On-Road Price) : Rs.3.47-4.64 Lakh*,2016,Individual,0,50000,Petrol,0,Manual,0,24.7,796,5
Tata Safari 2005-2017 DICOR 2.2 EX 4x2,2.18,New Car (On-Road Price) : Rs.14.85-21.41 Lakh*,2011,Individual,0,190000,Diesel,1,Manual,0,11.57,2179,7
Mahindra Bolero 2011-2019 EX AC,7.5,New Car (On-Road Price) : Rs.9.05-10.69 Lakh*,2018,Individual,0,60000,Diesel,1,Manual,0,15.96,2523,7
Maruti Ciaz AT ZXi,7.15,New Car (On-Road Price) : Rs.9.68-13.36 Lakh*,2017,Dealer,1,60000,Petrol,0,Automatic,1,19.12,1373,5
Audi A6 35 TDI Premium,18,null,2014,Dealer,1,21000,Diesel,1,Automatic,1,17.68,1968,5
Renault Pulse Petrol RxL,2.6,null,2013,Individual,0,48000,Petrol,0,Manual,0,18.06,1198,5
Audi Q3 35 TDI Quattro Technology,24.5,null,2017,Dealer,1,10999,Diesel,1,Automatic,1,15.17,1968,5
Maruti Alto 800 LXI,3.5,New Car (On-Road Price) : Rs.3.47-4.64 Lakh*,2020,Individual,0,5000,Petrol,0,Manual,0,22.05,796,5
Renault KWID RXT Optional,3,New Car (On-Road Price) : Rs.3.81-6.29 Lakh*,2019,Individual,0,25000,Petrol,0,Manual,0,25.17,799,5
Maruti Alto K10 2010-2014 VXI,1.68,null,2010,Individual,0,100000,Petrol,0,Manual,0,20.92,998,5
Land Rover Discovery 4 TDV6 Auto Diesel,25,null,2012,Individual,0,175000,Diesel,1,Automatic,1,11.8,2993,7
BMW 5 Series 520d Sedan,13.5,New Car (On-Road Price) : Rs.73.20-82.67 Lakh*,2010,Dealer,1,65000,Diesel,1,Automatic,1,18.48,1299,5
Mercedes-Benz E-Class E250 CDI Blue Efficiency,14,New Car (On-Road Price) : Rs.73.46-87.88 Lakh*,2012,Dealer,1,86500,Diesel,1,Automatic,1,14.21,2143,5
Tata Nano LX SE,0.7,null,2012,Individual,0,25000,Petrol,0,Manual,0,25.4,624,4
Maruti Swift Dzire VDi,3.5,null,2012,Individual,0,120000,Diesel,1,Manual,0,19.3,1248,5
Tata Indica DLE BSII,1.05,null,2008,Individual,0,50000,Diesel,1,Manual,0,17.2,1396,5
Hyundai Verna 1.6 SX,4.8,New Car (On-Road Price) : Rs.12.08-17.33 Lakh*,2013,Individual,0,76300,Diesel,1,Manual,0,22.32,1582,5
Renault KWID Climber 1.0 AMT,4,New Car (On-Road Price) : Rs.3.94-6.43 Lakh*,2019,Individual,0,10000,Petrol,0,Automatic,1,24.04,999,5
Hyundai Grand i10 1.2 Kappa Magna BSIV,4.95,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2019,Dealer,1,36000,Petrol,0,Manual,0,18.9,1197,5
Mahindra KUV 100 mFALCON G80 K8 Dual Tone,4.2,New Car (On-Road Price) : Rs.6.97-8.80 Lakh*,2016,Individual,0,26000,Petrol,0,Manual,0,18.15,1198,6
Maruti Swift Dzire Tour 2012-2018 LDI,5.31,null,2018,Individual,0,100000,Diesel,1,Manual,0,23.4,1248,5
Tata Xenon XT EX 4X2,6.8,null,2017,Individual,0,60000,Diesel,1,Manual,0,13.49,2179,5
Ford Ecosport 2015-2021 1.5 Petrol Trend BSIV,8,New Car (On-Road Price) : Rs.9.27-12.92 Lakh*,2019,Individual,0,4000,Petrol,0,Manual,0,17,1497,5
Maruti Swift Dzire ZDI,5.5,null,2015,Individual,0,86000,Diesel,1,Manual,0,26.59,1248,5
Volkswagen Vento Diesel Trendline,4.65,null,2012,Dealer,1,81000,Diesel,1,Manual,0,20.54,1598,5
Maruti Alto LXI,1.85,null,2012,Dealer,1,41321,Petrol,0,Manual,0,19.7,796,5
Mahindra Bolero DI Non AC BSIII,3.4,New Car (On-Road Price) : Rs.9.05-10.69 Lakh*,2011,Individual,0,46000,Diesel,1,Manual,0,13.6,2523,7
Mercedes-Benz GLA Class 200 d Style,31,null,2017,Individual,0,8300,Diesel,1,Automatic,1,17.9,2143,5
Honda City 2017-2020 VTEC,3.4,New Car (On-Road Price) : Rs.12.24-16.17 Lakh*,2009,Dealer,1,75000,Petrol,0,Manual,0,16.9,1497,5
Maruti Wagon R LXI,1.35,New Car (On-Road Price) : Rs.5.12-7.01 Lakh*,2009,Dealer,1,113000,Petrol,0,Manual,0,21.79,998,5
Hyundai Verna 1.6 CRDi AT SX,12.25,New Car (On-Road Price) : Rs.13.09-18.29 Lakh*,2018,Dealer,1,15000,Diesel,1,Automatic,1,19.08,1582,5
Honda Amaze EX i-Vtech,4.39,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,2015,Dealer,1,16942,Petrol,0,Manual,0,18,1198,5
Honda Jazz 1.2 S i VTEC,4.65,New Car (On-Road Price) : Rs.8.55-11.02 Lakh*,2016,Dealer,1,29484,Petrol,0,Manual,0,18.7,1199,5
Audi A5 Sportback,44.7,null,2017,Dealer,1,9000,Diesel,1,Automatic,1,19.2,1968,5
Maruti Swift Dzire VDI,5.3,null,2015,Individual,0,84405,Diesel,1,Manual,0,26.59,1248,5
Maruti Swift Dzire VXI 1.2,6.5,New Car (On-Road Price) : Rs.6.98-10.40 Lakh*,2017,Individual,0,30000,Petrol,0,Manual,0,21.21,1197,5
Maruti Swift VVT VXI,5.25,New Car (On-Road Price) : Rs.6.13-8.90 Lakh*,2017,Individual,0,14838,Petrol,0,Manual,0,22,1197,5
Honda City i VTEC V,8.85,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2018,Trustmark Dealer,2,31318,Petrol,0,Manual,0,17.8,1497,5
Maruti Wagon R LXI,1.2,New Car (On-Road Price) : Rs.5.11-6.79 Lakh*,2007,Dealer,1,63000,Petrol,0,Manual,0,21.79,998,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,8.6,null,2012,Individual,0,120000,Diesel,1,Manual,0,12.99,2494,7
Maruti Vitara Brezza ZDi Plus Dual Tone,8.1,null,2016,Individual,0,50000,Diesel,1,Manual,0,24.3,1248,5
Maruti Swift Dzire VDi,4.1,null,2012,Individual,0,74600,Diesel,1,Manual,0,19.3,1248,5
Tata Safari 2005-2017 Dicor EX 4X2 BS IV,1.75,New Car (On-Road Price) : Rs.14.85-21.41 Lakh*,2009,Individual,0,80000,Diesel,1,Manual,0,13.93,2179,7
Maruti Swift Dzire LXI Option,4,New Car (On-Road Price) : Rs.6.53-9.95 Lakh*,2015,Dealer,1,66000,Petrol,0,Manual,0,20.85,1197,5
Honda City V MT AVN,8.75,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2018,Dealer,1,31543,Petrol,0,Manual,0,16.8,1497,5
Toyota Innova Crysta 2016-2020 2.4 G MT 8S BSIV,13.5,New Car (On-Road Price) : Rs.19.99-29.11 Lakh*,2018,Individual,0,80000,Diesel,1,Manual,0,13.68,2393,8
Maruti Swift ZDI BSIV,4.5,null,2014,Individual,0,60000,Diesel,1,Manual,0,25.2,1248,5
Tata Indica eLS,1.65,null,2010,Dealer,1,10382,Diesel,1,Manual,0,25,1396,5
Honda City i DTEC VX,7,New Car (On-Road Price) : Rs.14.28-16.94 Lakh*,2015,Individual,0,50000,Diesel,1,Manual,0,25.1,1498,5
Audi Q7 2006-2020 3.0 TDI quattro,26.5,New Car (On-Road Price) : Rs.80.60 Lakh*,2013,Dealer,1,28000,Diesel,1,Automatic,1,12.07,2967,7
Maruti Swift Dzire 1.2 Lxi BSIV,3.5,null,2012,Individual,0,60000,Petrol,0,Manual,0,17.5,1197,5
Tata Indigo eVX,4,null,2014,Individual,0,83000,Diesel,1,Manual,0,25,1396,5
Maruti Celerio X ZXI Option BSIV,4.6,New Car (On-Road Price) : Rs.5.63-6.58 Lakh*,2018,Individual,0,18000,Petrol,0,Manual,0,21.63,998,5
Maruti Alto K10 2010-2014 VXI,2.2,null,2011,Individual,0,35000,Petrol,0,Manual,0,20.92,998,5
Hyundai Creta 1.6 CRDi SX Plus,9.9,null,2017,Dealer,1,48000,Diesel,1,Manual,0,19.67,1582,5
Mahindra Scorpio 1.99 S6 Plus,9.5,New Car (On-Road Price) : Rs.15.10-19.92 Lakh*,2016,Individual,0,50000,Diesel,1,Manual,0,15.4,1997,7
Mahindra Bolero 2011-2019 SLX,4.6,New Car (On-Road Price) : Rs.9.05-10.69 Lakh*,2012,Individual,0,120000,Diesel,1,Manual,0,15.96,2523,7
Maruti Eeco 5 STR With AC Plus HTR CNG,2.2,New Car (On-Road Price) : Rs.5.82 Lakh*,2012,Individual,0,20000,CNG,2,Manual,0,15.1,1196,5
